riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-e263d6d6,SUP-d2271c71,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d2271c71 is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong liquidity and credit ratings.,Active
RISK-02efb3f2,SUP-d2271c71,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d2271c71 is 0.,Implement diversified procurement strategies to reduce reliance on single suppliers.,Active
RISK-b7b2c49f,SUP-1ad4168d,Country Risk,15.0,Country Risk for supplier SUP-1ad4168d is 15.,Enhance local partnerships to mitigate country risk score of 15 by diversifying supply chain sources within the region.,Active
RISK-c70a2bf6,SUP-1ad4168d,Single Sourcing Risk,40.0,Single Sourcing Risk for supplier SUP-1ad4168d is 40.0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-2b8bcc3d,SUP-1ad4168d,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-1ad4168d is 10.,Conduct regular credit checks and diversify supplier base to reduce financial health risks.,Active
RISK-fd24e1ee,SUP-1ad4168d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1ad4168d is 0.,Develop a contingency plan.,Active
RISK-e08ffd81,SUP-7c4f57ca,Country Risk,0.0,Country Risk for supplier SUP-7c4f57ca is 0.,"Conduct regular audits of the supplier's operations in [Country] to ensure compliance with local regulations and ethical standards, and establish clear contractual penalties for non-compliance.",Active
RISK-1a984811,SUP-7c4f57ca,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7c4f57ca is 0.,Diversify supply base to reduce reliance on single suppliers.,Active
RISK-4759f617,SUP-7c4f57ca,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-7c4f57ca is 10.,Conduct quarterly financial health assessments and diversify funding sources to mitigate high financial health risks from suppliers.,Active
RISK-f4436cdd,SUP-7c4f57ca,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7c4f57ca is 0.,Diversify spend across multiple suppliers to reduce dependency on any single vendor.,Active
RISK-f5b466d8,SUP-4269b5bf,Country Risk,15.0,Country Risk for supplier SUP-4269b5bf is 15.,Conduct regular political stability assessments to monitor country risk scores above 10 before engaging new suppliers in the region.,Active
RISK-1eae2480,SUP-4269b5bf,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4269b5bf is 0.,Diversify the supply base to reduce dependency on any single source.,Active
RISK-028a301b,SUP-4269b5bf,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4269b5bf is 0.,Conduct quarterly financial health assessments and maintain diversified supplier relationships to mitigate potential financial risks.,Active
RISK-c1500246,SUP-4269b5bf,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4269b5bf is 0.,Implement real-time spend monitoring to proactively identify potential concentration risks.,Active
RISK-2bdb0fc4,SUP-19374221,Country Risk,15.0,Country Risk for supplier SUP-19374221 is 15.,Conduct thorough due diligence on local regulations and business climate in the high-risk country to ensure compliance and stability.,Active
RISK-8725facf,SUP-19374221,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-19374221 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-eb3c7342,SUP-19374221,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-19374221 is 0.,Develop a contingency plan.,Active
RISK-fb2257a7,SUP-19374221,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-19374221 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-9ad88d63,SUP-92401df4,Country Risk,15.0,Country Risk for supplier SUP-92401df4 is 15.,Conduct thorough due diligence on local regulatory compliance and political stability to reduce exposure.,Active
RISK-de81764d,SUP-92401df4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-92401df4 is 0.,Develop a contingency plan.,Active
RISK-fb07d6a6,SUP-92401df4,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-92401df4 is 25.,Conduct quarterly financial health assessments on suppliers to ensure they maintain healthy liquidity ratios and credit ratings.,Active
RISK-c8877d03,SUP-92401df4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-92401df4 is 0.,Implement stringent spending controls and regular audits to ensure compliance.,Active
RISK-7d954857,SUP-0ce4837e,Country Risk,15.0,Country Risk for supplier SUP-0ce4837e is 15.,Conduct regular country-specific compliance assessments to identify potential risks.,Active
RISK-e85199f1,SUP-0ce4837e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0ce4837e is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-4ad25f86,SUP-0ce4837e,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-0ce4837e is 10.,Conduct quarterly credit checks on suppliers to ensure they maintain strong financial health scores above 80.,Active
RISK-df690ca1,SUP-0ce4837e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0ce4837e is 0.,Implement real-time spend monitoring to identify concentration risks early.,Active
RISK-ebe246c5,SUP-2a2694ed,Country Risk,15.0,Country Risk for supplier SUP-2a2694ed is 15.,Diversify supply chain geographically to reduce dependency on high-risk countries.,Active
RISK-15ea4c54,SUP-2a2694ed,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2a2694ed is 0.,Diversify the supplier base to reduce dependency on single suppliers and increase resilience.,Active
RISK-e5beacb3,SUP-2a2694ed,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2a2694ed is 0.,Conduct regular financial health assessments of the supplier to ensure their solvency and stability before entering into any new agreements.,Active
RISK-7fff8cb5,SUP-2a2694ed,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2a2694ed is 0.,Diversify vendor relationships to reduce spend concentration risk.,Active
RISK-81ae3c7f,SUP-79d8ae36,Country Risk,15.0,Country Risk for supplier SUP-79d8ae36 is 15.,"Conduct regular country risk assessments to monitor political instability and economic factors, ensuring robust compliance with local regulations and diversifying supply chain locations.",Active
RISK-9ac9231f,SUP-79d8ae36,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-79d8ae36 is 0.,Diversify suppliers to reduce dependency on a single source.,Active
RISK-c9ae481f,SUP-79d8ae36,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-79d8ae36 is 0.,Conduct quarterly financial health assessments to identify any deteriorating trends early.,Active
RISK-d0533835,SUP-79d8ae36,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-79d8ae36 is 0.,Diversify suppliers to reduce spend concentration risk by increasing vendor count beyond the current threshold.,Active
RISK-99b32509,SUP-167ab8c0,Country Risk,0.0,Country Risk for supplier SUP-167ab8c0 is 0.,Enhance supply chain monitoring by conducting regular country risk assessments and diversifying suppliers across less-risky regions.,Active
RISK-8faf1663,SUP-167ab8c0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-167ab8c0 is 0.,Diversify supply chain to reduce dependency on single suppliers.,Active
RISK-aaa97617,SUP-167ab8c0,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-167ab8c0 is 10.,Conduct thorough financial due diligence and implement regular credit monitoring to ensure the supplier maintains strong cash flow and solvency.,Active
RISK-2d0f3e08,SUP-167ab8c0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-167ab8c0 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-bc87b9c6,SUP-c6f6d2fa,Country Risk,15.0,Country Risk for supplier SUP-c6f6d2fa is 15.,Conduct thorough due diligence on suppliers in high-risk countries to ensure compliance with ethical standards and legal regulations.,Active
RISK-69e53a25,SUP-c6f6d2fa,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c6f6d2fa is 0.,Diversify suppliers to reduce reliance on any single vendor and mitigate risks associated with supply chain disruptions.,Active
RISK-dfa78c60,SUP-c6f6d2fa,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c6f6d2fa is 0.,Conduct quarterly financial health assessments to identify potential risks early.,Active
RISK-f0e85419,SUP-c6f6d2fa,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c6f6d2fa is 0.,Diversify the supplier base to reduce spend concentration risk.,Active
RISK-a150cc9b,SUP-b6460158,Country Risk,15.0,Country Risk for supplier SUP-b6460158 is 15.,Implement diversified sourcing strategy across multiple regions to reduce reliance on high-risk countries.,Active
RISK-8af75f30,SUP-b6460158,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b6460158 is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-66f9e998,SUP-b6460158,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b6460158 is 0.,"Conduct quarterly financial health reviews to monitor the supplier's liquidity, solvency, and profitability trends.",Active
RISK-d3729145,SUP-b6460158,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b6460158 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-a1c3af44,SUP-30cceee4,Country Risk,15.0,Country Risk for supplier SUP-30cceee4 is 15.,Diversify supply chain geographically to reduce reliance on high-risk countries.,Active
RISK-f577cbb2,SUP-30cceee4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-30cceee4 is 0.,Develop a contingency plan.,Active
RISK-d99a170d,SUP-30cceee4,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-30cceee4 is 10.,Regularly review the financial health indicators and seek additional liquidity sources to ensure continued business viability.,Active
RISK-6b50b2ce,SUP-30cceee4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-30cceee4 is 0.,Diversify spend across multiple suppliers to reduce concentration risks.,Active
RISK-bbdcb0e4,SUP-aecccad7,Country Risk,15.0,Country Risk for supplier SUP-aecccad7 is 15.,Conduct regular political risk assessments to identify potential disruptions in the host country's regulatory environment.,Active
RISK-a99d6749,SUP-aecccad7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-aecccad7 is 0.,Develop a contingency plan.,Active
RISK-cf334345,SUP-aecccad7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-aecccad7 is 0.,Conduct quarterly financial health assessments and diversify supply chain to reduce dependency on any single supplier.,Active
RISK-f3bdd477,SUP-aecccad7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-aecccad7 is 0.,Review and optimize spending across all suppliers to reduce concentration risks.,Active
RISK-9d9cf4e2,SUP-71b0dbc0,Country Risk,0.0,Country Risk for supplier SUP-71b0dbc0 is 0.,Enhance supplier due diligence by conducting regular audits to assess compliance with international trade laws in the country of origin.,Active
RISK-c7f1a81a,SUP-71b0dbc0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-71b0dbc0 is 0.,Develop a contingency plan.,Active
RISK-ff36b3a5,SUP-71b0dbc0,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-71b0dbc0 is 0.,Conduct quarterly financial health reviews and implement stricter credit limits for high-risk suppliers.,Active
RISK-8a15ef20,SUP-71b0dbc0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-71b0dbc0 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-98d97101,SUP-508fbeab,Country Risk,15.0,Country Risk for supplier SUP-508fbeab is 15.,Conduct thorough due diligence on the country's regulatory environment and political stability to ensure compliance and mitigate potential disruptions.,Active
RISK-2011a82d,SUP-508fbeab,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-508fbeab is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-d1688281,SUP-508fbeab,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-508fbeab is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong liquidity ratios.,Active
RISK-7a455d14,SUP-508fbeab,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-508fbeab is 0.,Increase spend diversification across multiple suppliers to reduce concentration risk.,Active
RISK-9aa95f3e,SUP-d5310ee0,Country Risk,15.0,Country Risk for supplier SUP-d5310ee0 is 15.,Conduct thorough due diligence on suppliers in countries with high risk scores to ensure compliance with international standards and ethical business practices.,Active
RISK-8d8c32c7,SUP-d5310ee0,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d5310ee0 is 0.,Implement dual sourcing strategy to reduce dependency on single suppliers and enhance supply chain resilience.,Active
RISK-aa5f0c95,SUP-d5310ee0,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-d5310ee0 is 10.,Develop a contingency plan.,Active
RISK-a9f7ff6f,SUP-d5310ee0,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d5310ee0 is 0.,Implement diversified purchasing strategy across multiple suppliers to reduce reliance on any single vendor.,Active
RISK-da73f762,SUP-b008d2c3,Country Risk,15.0,Country Risk for supplier SUP-b008d2c3 is 15.,Implement strict financial audits and diversify supply chain to mitigate country risk.,Active
RISK-d206baad,SUP-b008d2c3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-b008d2c3 is 0.,Diversify suppliers to reduce reliance on any single source.,Active
RISK-69b3e8f5,SUP-b008d2c3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-b008d2c3 is 0.,Conduct quarterly financial health assessments to identify emerging issues early and ensure timely remediation.,Active
RISK-cab432a1,SUP-b008d2c3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-b008d2c3 is 0.,Implement quarterly spend review processes to identify concentration risks and adjust payment terms accordingly.,Active
RISK-88c07b4e,SUP-7a169ee4,Country Risk,15.0,Country Risk for supplier SUP-7a169ee4 is 15.,Conduct regular assessments to ensure the supplier complies with all local regulations and mitigate any country risks associated with potential changes in political stability.,Active
RISK-e1b86018,SUP-7a169ee4,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7a169ee4 is 0.,"Diversify suppliers to reduce reliance on single sources, ensuring business continuity and mitigating risks associated with potential disruptions.",Active
RISK-691b2b2f,SUP-7a169ee4,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7a169ee4 is 0.,Monitor the supplier's financial statements quarterly to ensure timely payments and reduce cash flow risks.,Active
RISK-41e8fa59,SUP-7a169ee4,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7a169ee4 is 0.,Diversify suppliers to reduce concentration risk.,Active
